2024-04-17 21:50:09,842 INFO    StreamThr :8172 [internal.py:wandb_internal():86] W&B internal server running at pid: 8172, started at: 2024-04-17 21:50:09.841287
2024-04-17 21:50:09,843 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: status
2024-04-17 21:50:09,846 INFO    WriterThread:8172 [datastore.py:open_for_write():87] open: .\wandb\run-20240417_215009-jrl512wl\run-jrl512wl.wandb
2024-04-17 21:50:09,848 DEBUG   SenderThread:8172 [sender.py:send():379] send: header
2024-04-17 21:50:09,878 DEBUG   SenderThread:8172 [sender.py:send():379] send: run
2024-04-17 21:50:09,883 INFO    SenderThread:8172 [sender.py:_setup_resume():749] checking resume status for None/RNN_single_step_forecasts/jrl512wl
2024-04-17 21:50:10,708 INFO    SenderThread:8172 [dir_watcher.py:__init__():211] watching files in: .\wandb\run-20240417_215009-jrl512wl\files
2024-04-17 21:50:10,708 INFO    SenderThread:8172 [sender.py:_start_run_threads():1124] run started: jrl512wl with start time 1713383409.841287
2024-04-17 21:50:10,719 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: check_version
2024-04-17 21:50:10,719 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: check_version
2024-04-17 21:50:11,054 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: run_start
2024-04-17 21:50:11,072 DEBUG   HandlerThread:8172 [system_info.py:__init__():26] System info init
2024-04-17 21:50:11,072 DEBUG   HandlerThread:8172 [system_info.py:__init__():41] System info init done
2024-04-17 21:50:11,072 INFO    HandlerThread:8172 [system_monitor.py:start():194] Starting system monitor
2024-04-17 21:50:11,072 INFO    SystemMonitor:8172 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-17 21:50:11,072 INFO    HandlerThread:8172 [system_monitor.py:probe():214] Collecting system info
2024-04-17 21:50:11,076 INFO    SystemMonitor:8172 [interfaces.py:start():190] Started cpu monitoring
2024-04-17 21:50:11,077 INFO    SystemMonitor:8172 [interfaces.py:start():190] Started disk monitoring
2024-04-17 21:50:11,078 INFO    SystemMonitor:8172 [interfaces.py:start():190] Started gpu monitoring
2024-04-17 21:50:11,078 INFO    SystemMonitor:8172 [interfaces.py:start():190] Started memory monitoring
2024-04-17 21:50:11,087 INFO    SystemMonitor:8172 [interfaces.py:start():190] Started network monitoring
2024-04-17 21:50:11,087 DEBUG   HandlerThread:8172 [system_info.py:probe():150] Probing system
2024-04-17 21:50:11,088 DEBUG   HandlerThread:8172 [system_info.py:_probe_git():135] Probing git
2024-04-17 21:50:11,141 DEBUG   HandlerThread:8172 [system_info.py:_probe_git():143] Probing git done
2024-04-17 21:50:11,141 DEBUG   HandlerThread:8172 [system_info.py:probe():198] Probing system done
2024-04-17 21:50:11,141 DEBUG   HandlerThread:8172 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.14', 'heartbeatAt': '2024-04-17T19:50:11.088091', 'startedAt': '2024-04-17T19:50:09.829123', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/Frederik135/NN_Forecasting.git', 'commit': '6ecc8ef2c8612b2a9c17467bcb5dc2feb5ef0400'}, 'email': 'janfrederikmohr@googlemail.com', 'root': 'C:/Users/janfr/Documents/python_projects/masterarbeit', 'host': 'RTX_Creative', 'username': 'janfr', 'executable': 'c:\\Users\\janfr\\anaconda3\\envs\\pytorch_3_10\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2496.0, 'min': 0.0, 'max': 2496.0}, 'cpu_freq_per_core': [{'current': 2496.0, 'min': 0.0, 'max': 2496.0}], 'disk': {'/': {'total': 475.78612899780273, 'used': 165.6586456298828}}, 'gpu': 'NVIDIA GeForce RTX 3060 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Ti', 'memory_total': 8589934592}], 'memory': {'total': 15.785968780517578}}
2024-04-17 21:50:11,141 INFO    HandlerThread:8172 [system_monitor.py:probe():224] Finished collecting system info
2024-04-17 21:50:11,141 INFO    HandlerThread:8172 [system_monitor.py:probe():227] Publishing system info
2024-04-17 21:50:11,141 DEBUG   HandlerThread:8172 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-17 21:50:11,710 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20240417_215009-jrl512wl\files\conda-environment.yaml
2024-04-17 21:50:18,058 DEBUG   HandlerThread:8172 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-17 21:50:18,060 INFO    HandlerThread:8172 [system_monitor.py:probe():229] Finished publishing system info
2024-04-17 21:50:18,075 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: status_report
2024-04-17 21:50:18,075 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: keepalive
2024-04-17 21:50:18,075 DEBUG   SenderThread:8172 [sender.py:send():379] send: files
2024-04-17 21:50:18,075 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-17 21:50:18,304 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: python_packages
2024-04-17 21:50:18,304 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: stop_status
2024-04-17 21:50:18,308 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-17 21:50:18,308 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: python_packages
2024-04-17 21:50:18,309 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: stop_status
2024-04-17 21:50:18,739 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\conda-environment.yaml
2024-04-17 21:50:18,739 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20240417_215009-jrl512wl\files\requirements.txt
2024-04-17 21:50:18,739 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20240417_215009-jrl512wl\files\wandb-metadata.json
2024-04-17 21:50:18,816 DEBUG   SenderThread:8172 [sender.py:send():379] send: telemetry
2024-04-17 21:50:18,816 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:18,816 DEBUG   SenderThread:8172 [sender.py:send():379] send: telemetry
2024-04-17 21:50:18,816 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:18,816 WARNING SenderThread:8172 [sender.py:send_metric():1341] Seen metric with glob (shouldn't happen)
2024-04-17 21:50:19,134 INFO    wandb-upload_0:8172 [upload_job.py:push():131] Uploaded file C:\Users\janfr\AppData\Local\Temp\tmptoqsibpcwandb\6ge5xqrw-wandb-metadata.json
2024-04-17 21:50:19,743 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:20,859 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: status_report
2024-04-17 21:50:21,776 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:23,792 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:26,442 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: status_report
2024-04-17 21:50:27,824 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:29,848 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:31,146 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,148 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:31,148 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,149 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,150 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,154 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,154 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,155 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,155 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,309 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,310 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,310 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,311 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,314 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,315 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,315 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,316 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,319 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,319 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,319 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,321 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,324 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,325 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,325 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,325 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,327 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,328 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:31,328 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:31,328 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:31,328 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:31,329 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:31,719 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: log_artifact
2024-04-17 21:50:31,719 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: log_artifact
2024-04-17 21:50:31,719 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:31,853 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20240417_215009-jrl512wl\files\wandb-summary.json
2024-04-17 21:50:33,189 INFO    wandb-upload_0:8172 [upload_job.py:push():89] Uploaded file C:\Users\janfr\AppData\Local\wandb\wandb\artifacts\staging\tmpv9mt4gjq
2024-04-17 21:50:33,315 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-17 21:50:33,320 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: stop_status
2024-04-17 21:50:33,849 INFO    SenderThread:8172 [sender.py:send_request_log_artifact():1456] logged artifact model-jrl512wl - {'id': 'QXJ0aWZhY3Q6ODAwNDMwMjY1', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE2Mzc2MDAwMA==', 'latestArtifact': None}}
2024-04-17 21:50:33,850 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:33,850 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:33,850 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: status_report
2024-04-17 21:50:33,850 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
2024-04-17 21:50:33,850 INFO    SenderThread:8172 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-17 21:50:33,850 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: stop_status
2024-04-17 21:50:33,864 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:33,864 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\wandb-summary.json
2024-04-17 21:50:35,880 INFO    Thread-16 :8172 [dir_watcher.py:_on_file_modified():288] file/dir modified: .\wandb\run-20240417_215009-jrl512wl\files\output.log
2024-04-17 21:50:36,502 DEBUG   HandlerThread:8172 [handler.py:handle_request():146] handle_request: partial_history
2024-04-17 21:50:36,503 DEBUG   SenderThread:8172 [sender.py:send():379] send: metric
2024-04-17 21:50:36,503 DEBUG   SenderThread:8172 [sender.py:send():379] send: history
2024-04-17 21:50:36,503 DEBUG   SenderThread:8172 [sender.py:send_request():406] send_request: summary_record
